trade_id,trade_date,settlement_date,settlement_cycle_days,counterparty_id,counterparty_name,counterparty_region,instrument_id,instrument_type,instrument_liquidity_score,currency,is_cross_border,is_cross_currency,trade_value_usd,ssi_mismatch_flag,counterparty_historical_fail_rate,settlement_failed
TRD0001902,2024-12-21,2024-12-23,2,CPTY0047,"Martin, Rose and Obrien",BR,ISIN000141,Corporate Bond,0.529,ZAR,1,1,44186.89,0,0.018,0
TRD0001903,2026-03-28,2026-03-30,2,CPTY0060,"Brown, Valdez and Lucas",JP,ISIN000235,ETF,0.804,ZAR,1,1,387153.37,0,0.202,0
TRD0001904,2025-06-17,2025-06-20,3,CPTY0098,Williams-Cook,SG,ISIN000133,Equity,0.54,ZAR,1,1,33287.53,0,0.059,0
TRD0001905,2026-05-20,2026-05-21,1,CPTY0009,Abbott-Munoz,CH,ISIN000098,Equity,0.576,EUR,1,1,123895.42,0,0.039,0
TRD0001906,2025-03-30,2025-04-01,2,CPTY0078,Jones Inc,BR,ISIN000275,Government Bond,0.816,GBP,1,1,1027635.53,0,0.053,0
TRD0001907,2026-06-24,2026-06-25,1,CPTY0075,"Daniels, Adkins and Brown",JP,ISIN000104,Money Market,0.671,JPY,1,1,10088.1,0,0.273,0
TRD0001908,2024-07-22,2024-07-23,1,CPTY0071,House-Glover,UK,ISIN000085,Corporate Bond,0.754,GBP,1,1,144891.62,0,0.09,0
TRD0001909,2025-05-20,2025-05-21,1,CPTY0062,Wright and Sons,BR,ISIN000269,Government Bond,0.73,SGD,1,1,8733.25,1,0.308,1
TRD0001910,2024-08-12,2024-08-13,1,CPTY0111,"Shields, Cochran and Adams",IN,ISIN000286,ETF,0.677,SGD,1,1,28475.77,0,0.21,1
TRD0001911,2025-05-05,2025-05-06,1,CPTY0095,Harris-Walters,BR,ISIN000171,Government Bond,0.831,GBP,1,1,308229.9,0,0.142,0
TRD0001912,2025-07-26,2025-07-28,2,CPTY0078,Jones Inc,BR,ISIN000056,ETF,0.809,CHF,1,1,47122.32,0,0.104,0
TRD0001913,2025-04-18,2025-04-19,1,CPTY0036,Smith-Bowen,UK,ISIN000130,ADR,0.468,EUR,1,1,14176.75,0,0.251,0
TRD0001914,2025-01-01,2025-01-02,1,CPTY0111,"Shields, Cochran and Adams",IN,ISIN000290,ADR,0.823,SGD,1,1,119593.5,0,0.173,0
TRD0001915,2025-04-27,2025-04-29,2,CPTY0081,Sandoval-Cunningham,JP,ISIN000024,ADR,0.861,SGD,1,1,25932.48,0,0.17,0
TRD0001916,2024-09-03,2024-09-05,2,CPTY0078,Jones Inc,BR,ISIN000052,Money Market,0.731,AUD,1,1,12725.77,1,0.106,1
TRD0001917,2025-04-19,2025-04-20,1,CPTY0029,"Snyder, Campos and Callahan",BR,ISIN000103,Equity,0.736,BRL,1,1,24926.42,0,0.211,1
TRD0001918,2024-12-23,2024-12-25,2,CPTY0079,"Hensley, Powell and David",SG,ISIN000272,ADR,0.793,USD,1,0,32119.48,0,0.017,0
TRD0001919,2024-07-23,2024-07-26,3,CPTY0037,"Baker, Mason and White",BR,ISIN000161,ETF,0.642,ZAR,1,1,27252.26,0,0.0,0
TRD0001920,2025-03-06,2025-03-08,2,CPTY0020,Gray-Mayo,JP,ISIN000110,Money Market,0.51,BRL,1,1,54286.23,0,0.263,1
TRD0001921,2026-06-24,2026-06-26,2,CPTY0019,"Reid, Ferguson and Sanchez",IN,ISIN000158,Equity,0.944,EUR,1,1,250598.02,1,0.035,0
TRD0001922,2024-09-16,2024-09-18,2,CPTY0092,"Garcia, Humphrey and Baker",AU,ISIN000229,Government Bond,0.395,GBP,1,1,10690.24,0,0.133,0
TRD0001923,2026-04-14,2026-04-15,1,CPTY0053,"Robinson, Jones and Welch",CH,ISIN000173,Government Bond,0.851,ZAR,1,1,38871.52,0,0.267,0
TRD0001924,2026-01-08,2026-01-10,2,CPTY0048,Hickman Ltd,UK,ISIN000113,Money Market,0.795,ZAR,1,1,45294.49,0,0.055,0
TRD0001925,2025-11-18,2025-11-19,1,CPTY0089,Moore-Bass,UK,ISIN000098,Equity,0.576,EUR,1,1,2770.22,0,0.134,0
TRD0001926,2025-03-19,2025-03-21,2,CPTY0083,"Edwards, Baker and Anderson",US,ISIN000112,ADR,0.715,EUR,0,1,17787.98,0,0.052,0
TRD0001927,2026-03-08,2026-03-09,1,CPTY0073,"Stanley, Tucker and Lee",EU,ISIN000252,Government Bond,0.707,BRL,1,1,12285.55,0,0.079,1
TRD0001928,2024-10-23,2024-10-24,1,CPTY0013,"Mcclure, Ward and Lee",UK,ISIN000193,Equity,0.621,SGD,1,1,23694.95,0,0.06,0
TRD0001929,2024-10-16,2024-10-17,1,CPTY0059,Gomez-Jenkins,UK,ISIN000101,Equity,0.577,SGD,1,1,10056.82,0,0.067,0
TRD0001930,2024-07-31,2024-08-03,3,CPTY0022,Perez Inc,BR,ISIN000138,Equity,0.82,INR,1,1,109101.94,0,0.192,0
TRD0001931,2025-02-09,2025-02-11,2,CPTY0091,"Smith, Montoya and Evans",CH,ISIN000188,Money Market,0.871,ZAR,1,1,42988.24,0,0.225,0
TRD0001932,2026-06-14,2026-06-16,2,CPTY0021,"Watts, Robinson and Nguyen",IN,ISIN000112,ADR,0.715,USD,1,0,1001930.62,0,0.082,0
TRD0001933,2026-04-07,2026-04-08,1,CPTY0010,Blair PLC,BR,ISIN000253,Government Bond,0.662,CHF,1,1,82108.99,0,0.05,0
TRD0001934,2025-07-03,2025-07-05,2,CPTY0085,Smith PLC,US,ISIN000123,ETF,0.479,GBP,0,1,287557.02,0,0.007,0
TRD0001935,2025-12-24,2025-12-26,2,CPTY0079,"Hensley, Powell and David",SG,ISIN000054,Equity,0.566,ZAR,1,1,439957.38,0,0.061,0
TRD0001936,2026-04-08,2026-04-11,3,CPTY0028,"Ross, Robinson and Bright",EU,ISIN000067,Money Market,0.734,SGD,1,1,65854.72,0,0.184,0
TRD0001937,2024-10-17,2024-10-18,1,CPTY0004,"Guzman, Hoffman and Baldwin",JP,ISIN000286,ETF,0.677,SGD,1,1,979583.24,0,0.078,0
TRD0001938,2026-02-11,2026-02-12,1,CPTY0090,"Turner, Riggs and Roman",JP,ISIN000245,Corporate Bond,0.429,JPY,1,1,10233.3,0,0.085,0
TRD0001939,2026-01-01,2026-01-02,1,CPTY0112,"Rodriguez, Brennan and Garrison",ZA,ISIN000216,Equity,0.458,INR,1,1,154346.54,0,0.233,1
TRD0001940,2025-07-01,2025-07-02,1,CPTY0025,Wilkerson-Day,CH,ISIN000004,ETF,0.6,AUD,1,1,1182116.56,0,0.179,0
TRD0001941,2025-06-15,2025-06-16,1,CPTY0000,"Rodriguez, Figueroa and Sanchez",UK,ISIN000077,ADR,0.808,AUD,1,1,102156.16,0,0.157,0
TRD0001942,2025-10-22,2025-10-23,1,CPTY0058,Lee-Davis,SG,ISIN000094,Equity,0.767,CHF,1,1,86655.9,0,0.0,0
TRD0001943,2024-07-06,2024-07-07,1,CPTY0110,Patton-Jenkins,EU,ISIN000048,Government Bond,0.743,INR,1,1,8414.89,0,0.018,0
TRD0001944,2026-06-05,2026-06-08,3,CPTY0052,Chapman and Sons,AU,ISIN000229,Government Bond,0.395,EUR,1,1,32606.32,0,0.192,0
TRD0001945,2024-09-01,2024-09-02,1,CPTY0102,"Mckee, Gardner and Davenport",IN,ISIN000123,ETF,0.479,GBP,1,1,57141.57,0,0.095,0
TRD0001946,2024-07-16,2024-07-17,1,CPTY0086,"Ferrell, Jones and Lewis",AU,ISIN000254,Corporate Bond,0.961,INR,1,1,67906.83,0,0.361,0
TRD0001947,2025-01-16,2025-01-17,1,CPTY0071,House-Glover,UK,ISIN000221,Money Market,0.666,CHF,1,1,67490.26,0,0.029,0
TRD0001948,2024-12-16,2024-12-19,3,CPTY0063,"West, Henderson and Ramirez",SG,ISIN000034,Money Market,0.644,SGD,1,1,64486.33,0,0.157,0
TRD0001949,2026-04-11,2026-04-13,2,CPTY0076,"Woods, Calhoun and Schmidt",EU,ISIN000228,Corporate Bond,0.888,EUR,1,1,3121.97,0,0.111,0
TRD0001950,2024-10-26,2024-10-27,1,CPTY0096,Wagner-King,ZA,ISIN000234,Government Bond,0.413,INR,1,1,8660.45,0,0.043,0
TRD0001951,2025-09-01,2025-09-02,1,CPTY0067,Novak and Sons,AU,ISIN000205,Equity,0.655,SGD,1,1,152502.6,0,0.179,0
TRD0001952,2026-07-02,2026-07-05,3,CPTY0033,Frazier Inc,JP,ISIN000078,ADR,0.758,INR,1,1,133011.88,0,0.207,0
TRD0001953,2026-01-17,2026-01-19,2,CPTY0089,Moore-Bass,UK,ISIN000070,Money Market,0.729,AUD,1,1,214924.4,0,0.197,0
TRD0001954,2025-10-17,2025-10-18,1,CPTY0112,"Rodriguez, Brennan and Garrison",ZA,ISIN000174,ETF,0.805,BRL,1,1,1624.65,0,0.257,0
TRD0001955,2025-08-15,2025-08-16,1,CPTY0086,"Ferrell, Jones and Lewis",AU,ISIN000014,Government Bond,0.858,EUR,1,1,69236.6,1,0.258,1
TRD0001956,2025-05-26,2025-05-27,1,CPTY0084,"Evans, Stewart and Walton",JP,ISIN000093,Corporate Bond,0.498,BRL,1,1,177519.84,0,0.234,0
TRD0001957,2024-09-26,2024-09-28,2,CPTY0084,"Evans, Stewart and Walton",JP,ISIN000084,Corporate Bond,0.899,GBP,1,1,136882.4,0,0.135,0
TRD0001958,2026-02-24,2026-02-26,2,CPTY0026,Baker and Sons,SG,ISIN000020,Corporate Bond,0.861,ZAR,1,1,40394.43,0,0.131,0
TRD0001959,2025-02-10,2025-02-11,1,CPTY0071,House-Glover,UK,ISIN000098,Equity,0.576,GBP,1,1,6186.51,0,0.043,0
TRD0001960,2025-01-02,2025-01-03,1,CPTY0106,"Wright, Garcia and Deleon",CH,ISIN000210,Money Market,0.687,JPY,1,1,32754.81,1,0.237,1
TRD0001961,2025-02-20,2025-02-21,1,CPTY0038,Harrell LLC,UK,ISIN000282,ADR,0.83,JPY,1,1,64300.28,0,0.069,0
TRD0001962,2024-10-04,2024-10-05,1,CPTY0023,Morales-Jones,JP,ISIN000248,Corporate Bond,0.832,INR,1,1,22721.8,0,0.013,0
TRD0001963,2024-08-08,2024-08-09,1,CPTY0047,"Martin, Rose and Obrien",BR,ISIN000010,ADR,0.884,AUD,1,1,363573.98,0,0.143,0
TRD0001964,2025-01-03,2025-01-06,3,CPTY0036,Smith-Bowen,UK,ISIN000038,Corporate Bond,0.771,JPY,1,1,380631.38,0,0.085,0
TRD0001965,2025-05-24,2025-05-25,1,CPTY0046,Anderson Group,UK,ISIN000259,Money Market,0.592,AUD,1,1,4186.43,0,0.11,1
TRD0001966,2025-11-10,2025-11-12,2,CPTY0057,"Johnston, Sanchez and Kennedy",JP,ISIN000250,Equity,0.609,BRL,1,1,10924.4,1,0.179,0
TRD0001967,2026-03-10,2026-03-12,2,CPTY0089,Moore-Bass,UK,ISIN000072,ADR,0.694,EUR,1,1,1200870.73,0,0.181,0
TRD0001968,2025-10-28,2025-10-31,3,CPTY0085,Smith PLC,US,ISIN000059,Corporate Bond,0.551,USD,0,0,68862.33,1,0.031,1
TRD0001969,2025-06-22,2025-06-23,1,CPTY0092,"Garcia, Humphrey and Baker",AU,ISIN000079,Government Bond,0.749,AUD,1,1,29228.1,0,0.079,0
TRD0001970,2024-08-19,2024-08-21,2,CPTY0084,"Evans, Stewart and Walton",JP,ISIN000046,Equity,0.757,ZAR,1,1,58262.85,0,0.193,0
TRD0001971,2024-09-26,2024-09-28,2,CPTY0013,"Mcclure, Ward and Lee",UK,ISIN000289,Equity,0.853,GBP,1,1,101931.57,0,0.148,0
TRD0001972,2026-04-12,2026-04-14,2,CPTY0045,Spence PLC,IN,ISIN000255,ETF,0.494,ZAR,1,1,18790.65,0,0.135,0
TRD0001973,2026-06-05,2026-06-07,2,CPTY0036,Smith-Bowen,UK,ISIN000235,ETF,0.804,AUD,1,1,171358.02,0,0.175,0
TRD0001974,2025-07-25,2025-07-26,1,CPTY0119,"Rivera, Johnson and Wiley",CH,ISIN000003,Money Market,0.676,GBP,1,1,115684.79,1,0.194,1
TRD0001975,2025-10-08,2025-10-09,1,CPTY0078,Jones Inc,BR,ISIN000079,Government Bond,0.749,EUR,1,1,32698.95,0,0.155,0
TRD0001976,2025-08-22,2025-08-23,1,CPTY0005,"Gardner, Robinson and Lawrence",EU,ISIN000242,Equity,0.663,USD,1,0,10078.71,0,0.223,0
TRD0001977,2024-07-14,2024-07-16,2,CPTY0046,Anderson Group,UK,ISIN000036,Corporate Bond,0.589,USD,1,0,123669.72,0,0.226,0
TRD0001978,2025-11-04,2025-11-05,1,CPTY0030,Burton Ltd,AU,ISIN000016,Government Bond,0.76,ZAR,1,1,9480.6,0,0.19,0
TRD0001979,2025-08-06,2025-08-07,1,CPTY0067,Novak and Sons,AU,ISIN000057,Equity,0.592,JPY,1,1,266812.28,0,0.257,1
TRD0001980,2025-09-21,2025-09-24,3,CPTY0059,Gomez-Jenkins,UK,ISIN000241,Money Market,0.797,JPY,1,1,75970.08,0,0.0,0
TRD0001981,2025-01-05,2025-01-08,3,CPTY0016,James Group,IN,ISIN000070,Money Market,0.729,JPY,1,1,1330209.01,0,0.227,0
TRD0001982,2026-01-11,2026-01-12,1,CPTY0056,"Washington, Ryan and Cummings",US,ISIN000103,Equity,0.736,SGD,0,1,776367.67,1,0.261,0
TRD0001983,2024-10-21,2024-10-23,2,CPTY0033,Frazier Inc,JP,ISIN000016,Government Bond,0.76,USD,1,0,40243.44,0,0.243,0
TRD0001984,2025-02-13,2025-02-16,3,CPTY0011,Dudley Group,US,ISIN000082,ETF,0.954,USD,0,0,6727.25,0,0.225,0
TRD0001985,2025-05-31,2025-06-02,2,CPTY0108,Hancock and Sons,AU,ISIN000211,Corporate Bond,0.901,GBP,1,1,325946.94,0,0.258,0
TRD0001986,2024-07-03,2024-07-06,3,CPTY0039,"Romero, Gonzalez and Brooks",AU,ISIN000096,ADR,0.754,GBP,1,1,68362.35,0,0.259,0
TRD0001987,2025-10-22,2025-10-24,2,CPTY0106,"Wright, Garcia and Deleon",CH,ISIN000007,Money Market,0.954,USD,1,0,8527.07,0,0.131,0
TRD0001988,2025-04-02,2025-04-03,1,CPTY0065,Morton-Chase,AU,ISIN000250,Equity,0.609,CHF,1,1,337810.1,0,0.101,0
TRD0001989,2025-01-04,2025-01-06,2,CPTY0041,George Group,CH,ISIN000084,Corporate Bond,0.899,CHF,1,1,650592.93,0,0.083,0
TRD0001990,2025-09-18,2025-09-21,3,CPTY0103,"Tran, Jordan and Williams",SG,ISIN000055,ADR,0.974,CHF,1,1,278870.95,0,0.096,0
TRD0001991,2025-05-21,2025-05-23,2,CPTY0083,"Edwards, Baker and Anderson",US,ISIN000199,Equity,0.451,SGD,0,1,13358.03,0,0.016,0
TRD0001992,2024-11-24,2024-11-25,1,CPTY0041,George Group,CH,ISIN000243,Equity,0.87,INR,1,1,17249.35,0,0.094,0
TRD0001993,2025-11-30,2025-12-01,1,CPTY0080,"Sanchez, Wheeler and Harvey",IN,ISIN000129,Equity,0.837,JPY,1,1,44480.2,0,0.098,0
TRD0001994,2025-12-03,2025-12-05,2,CPTY0030,Burton Ltd,AU,ISIN000040,Money Market,0.661,CHF,1,1,203599.8,0,0.178,0
TRD0001995,2024-09-06,2024-09-09,3,CPTY0003,Davis and Sons,JP,ISIN000140,Corporate Bond,0.496,BRL,1,1,212808.95,0,0.276,0
TRD0001996,2025-08-12,2025-08-14,2,CPTY0023,Morales-Jones,JP,ISIN000254,Corporate Bond,0.961,SGD,1,1,500840.11,0,0.0,0
TRD0001997,2025-04-08,2025-04-10,2,CPTY0069,Hancock Inc,JP,ISIN000163,ETF,0.712,EUR,1,1,306853.49,0,0.154,0
TRD0001998,2024-08-23,2024-08-24,1,CPTY0085,Smith PLC,US,ISIN000047,Government Bond,0.772,BRL,0,1,32853.28,0,0.16,0
TRD0001999,2025-08-14,2025-08-17,3,CPTY0005,"Gardner, Robinson and Lawrence",EU,ISIN000128,ADR,0.713,AUD,1,1,503703.78,1,0.158,1
TRD0002000,2025-08-28,2025-08-30,2,CPTY0098,Williams-Cook,SG,ISIN000075,Government Bond,0.742,ZAR,1,1,496266.16,0,0.152,0
TRD0002001,2025-07-31,2025-08-02,2,CPTY0014,Williams and Sons,JP,ISIN000098,Equity,0.576,CHF,1,1,197829.5,0,0.302,1
TRD0002002,2026-03-04,2026-03-05,1,CPTY0041,George Group,CH,ISIN000001,ETF,0.346,EUR,1,1,70061.07,0,0.184,0
TRD0002003,2025-07-31,2025-08-02,2,CPTY0083,"Edwards, Baker and Anderson",US,ISIN000223,Government Bond,0.727,EUR,0,1,12788.52,0,0.039,0
TRD0002004,2025-09-05,2025-09-06,1,CPTY0041,George Group,CH,ISIN000198,Corporate Bond,0.768,CHF,1,1,182262.44,0,0.155,0
TRD0002005,2024-07-17,2024-07-20,3,CPTY0003,Davis and Sons,JP,ISIN000132,ADR,0.921,AUD,1,1,91476.91,1,0.141,1
TRD0002006,2025-05-01,2025-05-02,1,CPTY0079,"Hensley, Powell and David",SG,ISIN000035,Corporate Bond,0.667,CHF,1,1,13963.17,0,0.008,0
TRD0002007,2026-05-11,2026-05-14,3,CPTY0008,Garcia-James,UK,ISIN000265,Government Bond,0.617,CHF,1,1,90478.88,0,0.106,0
TRD0002008,2025-07-02,2025-07-03,1,CPTY0039,"Romero, Gonzalez and Brooks",AU,ISIN000214,Equity,0.859,GBP,1,1,45125.28,0,0.202,1
TRD0002009,2024-08-04,2024-08-06,2,CPTY0103,"Tran, Jordan and Williams",SG,ISIN000293,Equity,0.891,JPY,1,1,15081.9,0,0.0,0
TRD0002010,2025-11-07,2025-11-08,1,CPTY0001,Doyle Ltd,US,ISIN000180,ETF,0.947,ZAR,0,1,63510.49,0,0.118,0
TRD0002011,2025-04-28,2025-04-30,2,CPTY0041,George Group,CH,ISIN000290,ADR,0.823,AUD,1,1,135762.69,0,0.112,0
TRD0002012,2025-04-17,2025-04-20,3,CPTY0005,"Gardner, Robinson and Lawrence",EU,ISIN000229,Government Bond,0.395,GBP,1,1,132094.9,0,0.321,0
TRD0002013,2025-01-15,2025-01-18,3,CPTY0019,"Reid, Ferguson and Sanchez",IN,ISIN000281,Corporate Bond,0.785,USD,1,0,123689.18,0,0.146,0
TRD0002014,2026-02-02,2026-02-05,3,CPTY0043,Allen-Allen,US,ISIN000163,ETF,0.712,INR,0,1,14462.4,1,0.195,1
TRD0002015,2024-07-14,2024-07-15,1,CPTY0092,"Garcia, Humphrey and Baker",AU,ISIN000271,Equity,0.467,CHF,1,1,361537.9,0,0.052,0
TRD0002016,2025-04-05,2025-04-07,2,CPTY0025,Wilkerson-Day,CH,ISIN000135,ETF,0.735,SGD,1,1,45507.92,0,0.18,0
TRD0002017,2026-03-06,2026-03-08,2,CPTY0028,"Ross, Robinson and Bright",EU,ISIN000140,Corporate Bond,0.496,USD,1,0,50091.56,0,0.156,0
TRD0002018,2024-08-23,2024-08-25,2,CPTY0044,"Arroyo, Miller and Tucker",ZA,ISIN000032,ADR,0.872,ZAR,1,1,41945.01,0,0.154,0
TRD0002019,2025-03-26,2025-03-27,1,CPTY0026,Baker and Sons,SG,ISIN000124,Government Bond,0.891,AUD,1,1,33294.34,0,0.096,0
TRD0002020,2025-01-05,2025-01-08,3,CPTY0008,Garcia-James,UK,ISIN000159,Corporate Bond,0.977,JPY,1,1,23684.36,0,0.206,0
TRD0002021,2026-01-22,2026-01-25,3,CPTY0065,Morton-Chase,AU,ISIN000125,ETF,0.576,BRL,1,1,9686.89,0,0.016,0
TRD0002022,2025-11-24,2025-11-27,3,CPTY0079,"Hensley, Powell and David",SG,ISIN000093,Corporate Bond,0.498,INR,1,1,344380.39,0,0.034,0
TRD0002023,2025-11-01,2025-11-04,3,CPTY0072,Henderson-Bernard,CH,ISIN000028,Money Market,0.681,AUD,1,1,427935.18,1,0.181,1
TRD0002024,2024-09-20,2024-09-22,2,CPTY0011,Dudley Group,US,ISIN000202,Corporate Bond,0.621,CHF,0,1,1739833.74,0,0.275,0
TRD0002025,2026-02-21,2026-02-22,1,CPTY0052,Chapman and Sons,AU,ISIN000247,Government Bond,0.713,BRL,1,1,284342.11,0,0.169,0
TRD0002026,2025-09-26,2025-09-27,1,CPTY0018,"Adams, Zuniga and Wong",US,ISIN000149,Corporate Bond,0.72,CHF,0,1,18884.94,0,0.08,0
TRD0002027,2026-01-24,2026-01-25,1,CPTY0054,Jones Inc,JP,ISIN000155,ADR,0.649,INR,1,1,26854.39,0,0.0,0
TRD0002028,2026-02-09,2026-02-10,1,CPTY0107,Dickson-Brady,BR,ISIN000124,Government Bond,0.891,CHF,1,1,12948.2,0,0.157,0
TRD0002029,2025-03-17,2025-03-20,3,CPTY0024,"Walter, Edwards and Rios",ZA,ISIN000185,Equity,0.843,BRL,1,1,375040.61,0,0.139,0
TRD0002030,2024-10-13,2024-10-14,1,CPTY0036,Smith-Bowen,UK,ISIN000022,Equity,0.845,AUD,1,1,78452.98,0,0.11,0
TRD0002031,2024-08-05,2024-08-08,3,CPTY0096,Wagner-King,ZA,ISIN000078,ADR,0.758,EUR,1,1,1143685.02,0,0.103,0
TRD0002032,2025-04-01,2025-04-02,1,CPTY0086,"Ferrell, Jones and Lewis",AU,ISIN000150,Equity,0.828,AUD,1,1,53742.01,0,0.211,0
TRD0002033,2025-08-30,2025-08-31,1,CPTY0070,Gray Group,SG,ISIN000080,ETF,0.655,CHF,1,1,16493.83,0,0.105,0
TRD0002034,2025-03-21,2025-03-23,2,CPTY0080,"Sanchez, Wheeler and Harvey",IN,ISIN000116,Corporate Bond,0.879,AUD,1,1,9501.33,0,0.027,0
TRD0002035,2026-03-25,2026-03-26,1,CPTY0064,Baxter Inc,ZA,ISIN000186,Money Market,0.826,CHF,1,1,268036.35,1,0.172,1
TRD0002036,2025-11-13,2025-11-15,2,CPTY0084,"Evans, Stewart and Walton",JP,ISIN000043,Government Bond,0.555,CHF,1,1,289724.15,0,0.166,0
TRD0002037,2024-11-14,2024-11-16,2,CPTY0053,"Robinson, Jones and Welch",CH,ISIN000050,Equity,0.635,EUR,1,1,7776.15,0,0.307,0
TRD0002038,2026-04-07,2026-04-09,2,CPTY0100,Figueroa PLC,JP,ISIN000229,Government Bond,0.395,USD,1,0,47713.13,0,0.111,0
TRD0002039,2026-02-27,2026-03-02,3,CPTY0074,Novak PLC,IN,ISIN000184,Corporate Bond,0.84,ZAR,1,1,153061.91,0,0.004,0
TRD0002040,2025-12-15,2025-12-17,2,CPTY0027,"Hoffman, Baker and Richards",US,ISIN000148,ETF,0.927,ZAR,0,1,25983.29,0,0.226,0
TRD0002041,2025-06-27,2025-06-28,1,CPTY0062,Wright and Sons,BR,ISIN000222,Government Bond,0.777,INR,1,1,10276.48,0,0.16,0
TRD0002042,2025-12-24,2025-12-25,1,CPTY0086,"Ferrell, Jones and Lewis",AU,ISIN000158,Equity,0.944,BRL,1,1,31138.72,0,0.257,0
TRD0002043,2025-07-08,2025-07-09,1,CPTY0030,Burton Ltd,AU,ISIN000009,ADR,0.487,SGD,1,1,75678.67,1,0.136,0
TRD0002044,2025-11-04,2025-11-06,2,CPTY0101,"Patterson, Smith and Jones",IN,ISIN000202,Corporate Bond,0.621,CHF,1,1,84321.36,0,0.053,0
TRD0002045,2024-11-20,2024-11-22,2,CPTY0038,Harrell LLC,UK,ISIN000009,ADR,0.487,USD,1,0,18780.56,0,0.205,0
TRD0002046,2026-03-24,2026-03-25,1,CPTY0049,"Harris, Collins and Carney",IN,ISIN000152,Money Market,0.362,GBP,1,1,65954.45,0,0.18,0
TRD0002047,2024-10-14,2024-10-15,1,CPTY0114,Torres-Pope,US,ISIN000024,ADR,0.861,AUD,0,1,100892.88,0,0.374,0
TRD0002048,2024-08-20,2024-08-22,2,CPTY0098,Williams-Cook,SG,ISIN000220,Money Market,0.556,ZAR,1,1,3313945.55,0,0.103,0
TRD0002049,2026-01-09,2026-01-11,2,CPTY0049,"Harris, Collins and Carney",IN,ISIN000057,Equity,0.592,GBP,1,1,5726.89,0,0.211,0
TRD0002050,2026-02-24,2026-02-25,1,CPTY0083,"Edwards, Baker and Anderson",US,ISIN000148,ETF,0.927,GBP,0,1,209160.22,0,0.121,0
TRD0002051,2025-06-22,2025-06-23,1,CPTY0101,"Patterson, Smith and Jones",IN,ISIN000293,Equity,0.891,INR,1,1,50686.21,0,0.089,0
TRD0002052,2024-07-30,2024-07-31,1,CPTY0018,"Adams, Zuniga and Wong",US,ISIN000243,Equity,0.87,GBP,0,1,18870.43,0,0.131,0
TRD0002053,2025-02-14,2025-02-15,1,CPTY0061,Powell LLC,UK,ISIN000136,ADR,0.759,USD,1,0,65525.45,0,0.041,0
TRD0002054,2024-12-05,2024-12-06,1,CPTY0020,Gray-Mayo,JP,ISIN000186,Money Market,0.826,INR,1,1,1369.67,0,0.2,0
TRD0002055,2024-08-05,2024-08-06,1,CPTY0009,Abbott-Munoz,CH,ISIN000151,ETF,0.658,JPY,1,1,31150.88,0,0.052,0
TRD0002056,2026-03-08,2026-03-09,1,CPTY0088,Suarez LLC,SG,ISIN000166,Equity,0.584,ZAR,1,1,22017.76,0,0.122,0
TRD0002057,2024-12-03,2024-12-04,1,CPTY0011,Dudley Group,US,ISIN000091,Corporate Bond,0.741,INR,0,1,1125359.49,0,0.254,0
TRD0002058,2026-05-21,2026-05-22,1,CPTY0105,Nolan and Sons,BR,ISIN000219,Money Market,0.504,GBP,1,1,32588.36,0,0.083,0
TRD0002059,2024-08-03,2024-08-05,2,CPTY0074,Novak PLC,IN,ISIN000271,Equity,0.467,SGD,1,1,337803.26,1,0.071,1
TRD0002060,2025-03-04,2025-03-07,3,CPTY0027,"Hoffman, Baker and Richards",US,ISIN000288,Equity,0.912,SGD,0,1,11296.93,0,0.287,0
TRD0002061,2026-06-26,2026-06-28,2,CPTY0031,Carlson-Cruz,SG,ISIN000113,Money Market,0.795,SGD,1,1,3056.37,0,0.256,0
TRD0002062,2025-02-27,2025-03-01,2,CPTY0004,"Guzman, Hoffman and Baldwin",JP,ISIN000171,Government Bond,0.831,SGD,1,1,560355.29,0,0.024,0
TRD0002063,2025-08-06,2025-08-07,1,CPTY0050,"Brooks, Lam and Hayes",SG,ISIN000010,ADR,0.884,USD,1,0,1533.64,0,0.097,0
TRD0002064,2025-05-07,2025-05-09,2,CPTY0114,Torres-Pope,US,ISIN000269,Government Bond,0.73,JPY,0,1,808.83,0,0.26,0
TRD0002065,2026-03-27,2026-03-30,3,CPTY0099,Walsh LLC,EU,ISIN000121,Equity,0.678,AUD,1,1,10819.73,0,0.114,0
TRD0002066,2025-08-27,2025-08-28,1,CPTY0015,Galloway-Wyatt,JP,ISIN000087,Government Bond,0.495,AUD,1,1,1198733.8,0,0.066,1
TRD0002067,2025-07-04,2025-07-06,2,CPTY0060,"Brown, Valdez and Lucas",JP,ISIN000068,ETF,0.348,JPY,1,1,137730.77,1,0.297,0
TRD0002068,2025-01-14,2025-01-15,1,CPTY0011,Dudley Group,US,ISIN000298,Government Bond,0.721,USD,0,0,56877.49,0,0.236,0
TRD0002069,2024-07-30,2024-08-02,3,CPTY0041,George Group,CH,ISIN000148,ETF,0.927,JPY,1,1,83908.48,0,0.16,0
TRD0002070,2026-02-07,2026-02-08,1,CPTY0054,Jones Inc,JP,ISIN000037,Government Bond,0.59,AUD,1,1,654247.48,0,0.027,0
TRD0002071,2025-11-16,2025-11-17,1,CPTY0068,Russell Group,AU,ISIN000239,ETF,0.675,GBP,1,1,210842.76,0,0.089,0
TRD0002072,2024-11-27,2024-11-28,1,CPTY0011,Dudley Group,US,ISIN000185,Equity,0.843,SGD,0,1,69427.44,0,0.285,0
